name,mac address,encryption,lat,lon
VIDEOTRON3190,1C:7E:E5:F9:9B:C8,WPA+AES-CCM WPA+PSK,-97.560328,-73.558716
VIDEOTRON9975,1C:7E:E5:F9:9D:3F,WPA+AES-CCM WPA+PSK,-97.558586,-73.537710
VIDEOTRON5023,1C:7E:E5:F9:AC:E1,WPA+AES-CCM WPA+PSK,45.605480,-73.558228
VIDEOTRON2238,1C:7E:E5:F9:D8:19,WPA+AES-CCM WPA+PSK,-169.144805,-73.558979
VIDEOTRON2110,1C:7E:E5:FA:6E:25,WPA+AES-CCM WPA+PSK,45.596447,-73.535255
VIDEOTRON0327,1C:7E:E5:FA:C0:ED,WPA+AES-CCM WPA+PSK,-126.189749,-159.441521
REOL6,1C:87:2C:6B:BF:C0,WPA+AES-CCM WPA+PSK,-169.250324,-169.018644
Mon Reseau,1C:AF:F7:D6:39:7D,WPA+AES-CCM WPA+PSK WPA+TKIP,-157.836385,-163.963722
dou,1C:AF:F7:DE:CB:1F,WEP,-176.549951,-177.202644
weirdos,1C:B7:2C:7A:E1:84,WPA+AES-CCM WPA+PSK,45.603889,-73.530800
None,1C:E6:C7:04:EA:80,WPA+AES-CCM WPA+PSK,-169.251331,-73.576061
SEclient,1C:E6:C7:04:EA:81,None,45.496540,-73.576683
None,1C:E6:C7:04:EA:82,WPA+AES-CCM,-169.251607,-73.576407
None,1C:E6:C7:04:EA:85,WPA+AES-CCM,-169.251932,-73.576796
None,1C:E6:C7:04:EA:86,WPA+AES-CCM WPA+PSK,-169.251884,-73.576752
None,1C:E6:C7:04:EA:87,WPA+AES-CCM WPA+PSK,-97.669151,-73.576818
mohtou,20:0C:C8:15:1D:64,WPA+AES-CCM WPA+PSK,45.612598,-73.550636
ConcordiaUniversity,20:3A:07:49:E5:A0,WPA+AES-CCM,-126.302295,-159.476819
eduroam,20:3A:07:49:E5:A1,WPA+AES-CCM,-169.252063,-145.160294
ConcordiaGuest,20:3A:07:49:E5:A2,None,-169.252263,-73.577517
eduroam,20:3A:07:84:15:42,WPA+AES-CCM,45.496029,-73.577042
None,20:4E:7F:C6:49:7E,WPA+AES-CCM WPA+PSK,45.498791,-73.574219
helloworld,20:AA:4B:3B:14:31,WPA+AES-CCM WPA+PSK,-169.145826,-73.537373
Cisco41778,20:AA:4B:3D:4F:80,WPA+AES-CCM WPA+PSK,-149.627842,-151.624427
Airoldi 2.4,20:AA:4B:74:55:6A,WPA+AES-CCM WPA+PSK,-97.667693,-73.575035
None,20:AA:4B:75:84:40,WPA+AES-CCM WPA+PSK WPA+TKIP,45.495796,-73.577469
Scorpion Scribe,20:AA:4B:D9:6A:56,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.141718,-159.436238
Scorpion Scribe-visiteur,20:AA:4B:D9:6A:57,None,-169.141718,-159.436238
Cisco65696,20:AA:4B:DE:51:74,WPA+AES-CCM WPA+PSK,-169.137327,-127.234192
Ismael Daniel,20:AA:4B:E1:0F:0E,WPA+AES-CCM WPA+PSK WPA+TKIP,45.612823,-73.551163
61A,20:AA:4B:F0:57:36,None,-178.479361,-166.903365
LaLancee,20:C9:D0:1C:3E:15,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.149669,-127.220781
LaLancee,20:C9:D0:1C:C3:9F,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.149313,-73.533485
LaLancee,20:C9:D0:1F:18:39,WPA+AES-CCM WPA+PSK WPA+TKIP,-145.289096,-168.977599
LaLancee,20:C9:D0:1F:DC:55,WPA+AES-CCM WPA+PSK WPA+TKIP,-152.630787,-172.648445
eMVy2,20:C9:D0:21:6F:89,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.138741,-73.543806
Rene Wi-Fi Network,20:C9:D0:23:AD:ED,WPA+AES-CCM WPA+PSK,-169.147294,-73.532345
upperground,20:C9:D0:A3:B6:1C,WPA+AES-CCM WPA+PSK,-145.388346,-169.017474
CSSS,20:D9:E7:0B:1C:75,WPA+AES-CCM WPA+PSK,-179.472957,-179.410931
WiFiSam,20:E5:2A:65:AD:60,WPA+AES-CCM WPA+PSK,45.610508,-73.545784
K1500-ZELB1001,22:34:37:E8:32:01,None,-169.151863,-73.535107
CDDL_Guest,22:4E:7F:C6:49:7F,WPA+AES-CCM WPA+PSK,45.498791,-73.574219
STCATHYS,24:A4:3C:04:91:FE,WPA+AES-CCM WPA+PSK,45.495945,-73.577240
STCATHYS,24:A4:3C:04:BB:A6,WPA+AES-CCM WPA+PSK,-154.935885,-159.476710
Anton and James,24:A4:3C:B2:21:57,WPA+AES-CCM WPA+PSK,-169.248607,-159.473292
ConcordiaUniversity,24:B6:57:42:38:B0,WPA+AES-CCM WPA+TKIP,-169.251009,-159.476867
None,24:B6:57:42:38:B1,WEP,-126.301715,-159.476874
eduroam,24:B6:57:42:38:B2,WPA+AES-CCM,-169.251113,-73.577509
ConcordiaGuest,24:B6:57:42:38:B3,None,-169.251193,-73.577564
ConcordiaUniversity,24:B6:57:43:02:60,WPA+AES-CCM WPA+TKIP,-176.179705,-170.560593
None,24:B6:57:43:02:61,WEP,-169.251996,-73.577416
eduroam,24:B6:57:43:02:62,WPA+AES-CCM,45.497017,-73.577316
ConcordiaGuest,24:B6:57:43:02:63,None,-169.252624,-73.577473
Loews Lobby,24:C9:A1:1A:67:08,None,-169.250417,-73.575062
Resident,26:D9:E7:0B:1C:75,WPA+AES-CCM WPA+PSK,-179.918987,-179.413671
SHEENA,28:16:2E:72:0C:B9,WPA+AES-CCM WPA+PSK WPA+TKIP,45.499352,-73.573547
BELL359,28:16:2E:7D:44:D9,WEP,45.607208,-73.558395
BELL686,28:16:2E:96:7E:F9,WEP,-169.143590,-73.530735
None,28:34:A2:E9:A0:A0,WPA+AES-CCM WPA+PSK,-154.835063,-159.433594
HP-Print-6A-ENVY 4500 series,28:80:23:EF:A7:6A,None,-169.250417,-73.575062
HP-Print-65-Deskjet 3520 series,28:92:4A:5B:EA:65,None,45.604622,-73.530472
HP-Print-71-Deskjet 3520 series,28:92:4A:63:46:71,WPA+AES-CCM WPA+PSK,-138.467272,-134.894537
HP-Print-FC-Officejet Pro 8600,28:92:4A:C2:CA:FC,WPA+AES-CCM WPA+PSK,45.497444,-73.575760
None,28:93:FE:4E:BC:61,WEP,,
ConcordiaGuest,28:93:FE:4E:BC:63,None,,
ConcordiaUniversity,28:93:FE:4F:18:A0,WPA+AES-CCM WPA+TKIP,,
None,28:93:FE:4F:18:A1,WEP,,
eduroam,28:93:FE:4F:18:A2,WPA+AES-CCM,,
ConcordiaGuest,28:93:FE:4F:18:A3,None,,
RCTM Mac Mini,28:CF:E9:01:8E:FB,WPA+AES-CCM WPA+PSK,-176.657525,-177.248736
None,2A:5B:0E:68:1A:7E,WPA+AES-CCM,-179.476779,-175.836393
None,2A:5B:0E:68:57:4E,WPA+AES-CCM,-177.204424,-169.019148
STCMAC,2A:A4:3C:04:BB:A6,WPA+AES-CCM WPA+PSK,-169.252452,-165.612329
YouvilleCC,2A:A4:3C:63:26:AF,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.249775,-169.017991
IQ724,2A:A4:3C:63:EA:BD,WPA+AES-CCM WPA+PSK WPA+TKIP,-174.755808,-178.194969
IQ724,2A:A4:3C:63:EB:11,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.249713,-159.473616
Telemedic,2A:D9:E7:0B:1C:75,WPA+AES-CCM WPA+PSK,-179.548514,-179.654357
WhiteHaven2,2C:30:33:49:34:75,WPA+AES-CCM WPA+PSK,-176.176994,-170.557303
MarjoPascal_EXT,2C:30:33:9E:D3:8C,WEP,-138.462978,-134.894520
BELL919,2C:39:96:3E:D7:72,WPA+AES-CCM WPA+PSK,-149.623191,-151.627814
Draxxus,2C:39:96:3F:CA:4A,WPA+AES-CCM WPA+PSK,-97.562699,-73.538183
BELL465,2C:39:96:40:BE:32,WPA+AES-CCM WPA+PSK,-169.146212,-165.571216
BELL482,2C:39:96:43:58:12,WPA+AES-CCM WPA+PSK,-174.132541,-173.427483
None,2C:39:96:46:3F:FA,WPA+AES-CCM WPA+PSK WPA+TKIP,,
BELL378,2C:39:96:47:AA:CA,WPA+AES-CCM WPA+PSK,-152.619804,-172.658036
BELL019,2C:39:96:47:D0:02,WPA+AES-CCM WPA+PSK,-178.091548,-171.957050
None,2C:3F:38:2A:B4:91,WEP,,
ConcordiaUniversity,2C:3F:38:2A:B7:20,WPA+AES-CCM WPA+TKIP,,
None,2C:3F:38:2A:B7:21,WEP,,
eduroam,2C:3F:38:2A:B7:22,WPA+AES-CCM,,
ConcordiaGuest,2C:3F:38:2A:B7:23,None,,
None,2C:3F:38:2A:CA:C1,WEP,,
eduroam,2C:3F:38:2A:CA:C2,WPA+AES-CCM,,
ConcordiaUniversity,2C:3F:38:2A:CE:70,WPA+AES-CCM WPA+TKIP,,
None,2C:3F:38:2A:CE:71,WEP,,
eduroam,2C:3F:38:2A:CE:72,WPA+AES-CCM,,
ConcordiaGuest,2C:3F:38:2A:CE:73,None,,
ConcordiaUniversity,2C:3F:38:2A:D3:10,WPA+AES-CCM WPA+TKIP,-138.573544,-134.934196
None,2C:3F:38:2A:D3:11,WEP,-169.251889,-73.577555
eduroam,2C:3F:38:2A:D3:12,WPA+AES-CCM,-169.251623,-73.577515
ConcordiaGuest,2C:3F:38:2A:D3:13,None,-169.251346,-73.577551
ConcordiaUniversity,2C:3F:38:2A:FD:D0,WPA+AES-CCM WPA+TKIP,,
None,2C:3F:38:2A:FD:D1,WEP,,
eduroam,2C:3F:38:2A:FD:D2,WPA+AES-CCM,,
eduroam,2C:3F:38:30:0A:D2,WPA+AES-CCM,45.495903,-73.577446
ConcordiaUniversity,2C:3F:38:30:21:C0,WPA+AES-CCM WPA+TKIP,,
None,2C:3F:38:30:21:C1,WEP,,
eduroam,2C:3F:38:30:21:C2,WPA+AES-CCM,,
ConcordiaGuest,2C:3F:38:30:21:C3,None,,
ConcordiaUniversity,2C:3F:38:30:42:C0,WPA+AES-CCM WPA+TKIP,-169.250836,-159.476917
None,2C:3F:38:30:42:C1,WEP,-169.250854,-73.577560
eduroam,2C:3F:38:30:42:C2,WPA+AES-CCM,-169.250854,-73.577560
ConcordiaGuest,2C:3F:38:30:42:C3,None,-97.668036,-73.577578
HP-Print-41-Deskjet 2540 series,2C:44:FD:C3:DB:41,WPA+AES-CCM WPA+PSK,-169.138632,-159.443372
None,2C:54:2D:30:A7:10,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.250932,-73.575760
None,2C:54:2D:30:A7:11,WPA+AES-CCM WPA+PSK WPA+TKIP,-97.668143,-73.575760
None,2C:54:2D:30:A7:12,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.250929,-127.262851
None,2C:54:2D:30:A7:13,None,-169.250928,-145.158548
steve2.4G,2C:56:DC:55:C0:68,WPA+AES-CCM WPA+PSK,-169.151864,-73.535126
ASUS,2C:56:DC:55:DD:08,WPA+AES-CCM WPA+PSK,,
HP-Print-E7-Deskjet 2540 series,2C:59:E5:CA:3A:E7,WPA+AES-CCM WPA+PSK,45.604889,-73.531082
NURU,2C:B0:5D:2E:16:0D,WPA+AES-CCM WPA+PSK,-178.387982,-178.663932
BELL616,2C:E4:12:7E:42:CF,WPA+AES-CCM WPA+PSK,-97.557028,-73.541308
DANLES,2C:E4:12:82:28:AD,WPA+AES-CCM WPA+PSK,45.605453,-73.554214
BELL658,2C:E4:12:87:AB:97,WPA+AES-CCM WPA+PSK,-169.137977,-73.545502
BELL128,2C:E4:12:8F:28:B5,WPA+AES-CCM WPA+PSK,-169.144340,-145.113507
BELL831,2C:E4:12:92:8B:45,WPA+AES-CCM WPA+PSK,-169.144940,-171.171178
BELL789,2C:E4:12:94:70:AD,WPA+AES-CCM WPA+PSK,-169.140550,-73.539627
BELL005,2C:E4:12:A2:9E:CF,WPA+AES-CCM WPA+PSK,-169.143856,-73.530495
BELL091,2C:E4:12:A7:1A:03,WPA+AES-CCM WPA+PSK,-126.199754,-159.432880
None,2C:E4:12:A7:52:7B,WPA+AES-CCM WPA+PSK,-97.565143,-73.532707
Sheraton,2C:E6:CC:6A:76:58,None,-157.947493,-163.995007
None,2C:E6:CC:A6:2C:A8,WPA+AES-CCM WPA+PSK WPA+TKIP,45.498573,-73.574173
None,2C:E6:CC:A6:4D:88,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.249818,-73.574203
None,2C:E6:CC:A6:79:88,WPA+AES-CCM WPA+PSK WPA+TKIP,45.498547,-73.574203
None,2C:E6:CC:A6:7B:A8,WPA+AES-CCM WPA+PSK WPA+TKIP,45.498547,-73.574203
None,2C:E6:CC:AA:87:E8,WPA+AES-CCM WPA+PSK WPA+TKIP,45.498722,-73.574203
None,2C:E6:CC:AA:93:C8,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.249818,-73.574203
None,2C:E6:CC:AA:97:08,WPA+AES-CCM WPA+PSK WPA+TKIP,45.498573,-73.574173
None,2C:E6:CC:AA:A9:58,WPA+AES-CCM WPA+PSK WPA+TKIP,45.498524,-73.574234
None,2C:E6:CC:E6:2C:A8,WPA+AES-CCM WPA+PSK,45.498573,-73.574173
None,2C:E6:CC:E6:53:98,WPA+AES-CCM WPA+PSK,45.498547,-73.574203
None,2C:E6:CC:E6:73:68,WPA+AES-CCM WPA+PSK,45.498524,-73.574234
None,2C:E6:CC:EA:93:C8,WPA+AES-CCM WPA+PSK,45.498547,-73.574203
HP015F05,2E:2A:1D:5E:15:09,None,-169.151140,-145.117276
WhiteHaven-Guest,2E:30:33:49:34:76,WPA+AES-CCM WPA+PSK,-175.756992,-177.694498
NETGEAR28-arlo_246972,2E:30:33:49:34:77,WPA+AES-CCM WPA+PSK,-179.204673,-178.814931
Draxxus2,2E:39:96:3F:CA:4A,WPA+AES-CCM WPA+PSK,-169.145481,-73.538200
IQ-Visiteur,2E:A4:3C:63:EA:BD,WPA+AES-CCM WPA+PSK WPA+TKIP,-172.889292,-175.488499
IQ-Visiteur,2E:A4:3C:63:EB:11,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.249606,-127.261203
BELL784V,2E:E4:12:8E:B5:05,WPA+PSK WPA+TKIP,45.603573,-73.558990
iPhone de Cheikh,2E:F0:A2:60:22:3B,WPA+AES-CCM WPA+PSK,,
CUSP,30:46:9A:96:9A:3E,WPA+AES-CCM WPA+PSK,-169.251676,-154.108080
ASUS2G,30:85:A9:39:A2:F8,WPA+AES-CCM WPA+PSK,-149.619699,-151.625453
HP-Print-C1-ENVY 4500 series,30:8D:99:2A:57:C1,None,-169.144931,-73.539459
HP-Print-9A-Officejet 4630,30:8D:99:84:76:9A,WPA+AES-CCM WPA+PSK,-97.569098,-73.535159
DIRECT-7E-HP ENVY 5540 series,30:8D:99:D6:98:7F,WPA+AES-CCM WPA+PSK,-126.188760,-159.443769
TNCAP4D1C84,30:91:8F:4D:1C:84,WPA+AES-CCM WPA+PSK,45.605465,-73.558266
TNCAP52F49A,30:91:8F:52:F4:9A,WPA+AES-CCM WPA+PSK,-154.827780,-159.430074
TNCAP593BCC,30:91:8F:59:3B:CC,WPA+AES-CCM WPA+PSK,-169.146228,-145.118901
TNCAP8DA68F,30:91:8F:8D:A6:8F,WEP,-169.248973,-127.260669
TNCAP8DBC17,30:91:8F:8D:BC:17,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.144890,-145.141449
TNCAPCF7483,30:91:8F:CF:74:83,WPA+AES-CCM WPA+PSK,-169.143615,-73.558838
medardson_optout,30:B5:C2:38:05:74,WPA+AES-CCM WPA+PSK WPA+TKIP,45.612625,-73.550621
brava1,30:B5:C2:9A:62:8E,WPA+AES-CCM WPA+PSK,45.603638,-73.559021
double011,30:B5:C2:A6:1C:FC,WPA+AES-CCM WPA+PSK,-169.144919,-174.589118
maison,30:B5:C2:E2:A7:32,WPA+AES-CCM WPA+PSK,-169.141114,-159.437755
KEY WEST,30:B5:C2:EA:1E:AC,WPA+AES-CCM WPA+PSK,-97.668134,-73.575727
DIG,32:A4:3C:63:EA:BD,WPA+AES-CCM WPA+PSK WPA+TKIP,-175.565529,-174.631993
DIG,32:A4:3C:63:EB:11,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.249621,-159.473540
*omeg@3_EXT,32:B0:5D:80:F0:AA,WPA+AES-CCM WPA+PSK,45.606396,-73.536224
DIRECT-HKC460 Series,32:CD:A7:29:D7:8A,WPA+AES-CCM WPA+PSK,-97.668940,-73.576487
DIRECT-rGM288x Series,32:CD:A7:C0:E0:78,WPA+AES-CCM WPA+PSK,45.497066,-73.577370
Dieudonne03,34:36:3B:BC:A4:E6,WPA+AES-CCM WPA+PSK,-169.149519,-127.220694
HP-Print-76-Officejet Pro 8610,34:64:A9:63:87:76,None,-138.464967,-134.888331
HP-Print-33-Officejet Pro 8610,34:64:A9:66:15:33,None,-169.147720,-73.532520
HP-Print-F9-ENVY 4500 series,34:64:A9:85:4D:F9,WPA+AES-CCM WPA+PSK,-169.151792,-171.147988
HP-Print-A8-Color LaserJet Pro,34:68:95:A4:24:A8,None,-157.949875,-163.997591
None,34:6F:90:34:A0:50,WPA+AES-CCM,-169.250462,-159.474367
None,34:6F:90:34:A0:51,WPA+AES-CCM WPA+PSK,-152.731439,-172.689763
BELL453,34:8A:AE:5E:C6:62,WPA+AES-CCM WPA+PSK,,
BELL520,34:8A:AE:5F:5B:6A,WPA+AES-CCM WPA+PSK,,
BELL641,34:8A:AE:63:B8:F2,WPA+AES-CCM WPA+PSK,-97.554764,-73.546463
BELL879,34:8A:AE:66:94:86,WPA+AES-CCM WPA+PSK,-169.143140,-73.532196
BELL686,34:8A:AE:66:9C:FE,WPA+AES-CCM WPA+PSK,-173.915757,-178.518922
BELL016,34:8A:AE:66:E8:EA,WPA+AES-CCM WPA+PSK,-97.559627,-73.534721
BELL758,34:8A:AE:66:FA:2A,WPA+AES-CCM WPA+PSK,-169.149869,-145.116595
BELL572,34:8A:AE:67:79:4A,WPA+AES-CCM WPA+PSK,-169.138204,-73.544983
BELL873,34:8A:AE:68:8A:BE,WPA+AES-CCM WPA+PSK,-97.554962,-73.546020
BELL294,34:8A:AE:68:8C:EE,WPA+AES-CCM WPA+PSK,45.596870,-73.534134
BELL561.2.4,34:8A:AE:68:B1:CE,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.147169,-73.532280
BELL360,34:8A:AE:68:C6:DE,WPA+AES-CCM WPA+PSK,-138.460465,-134.900370
BELL961,34:8A:AE:68:D1:06,WPA+AES-CCM WPA+PSK,-169.138839,-73.543587
BELL644,34:8A:AE:69:04:E6,WPA+AES-CCM WPA+PSK,-97.565770,-73.533048
BELL968,34:8A:AE:69:28:9E,WPA+AES-CCM WPA+PSK,-145.286668,-168.976219
BELL297,34:8A:AE:69:57:36,WPA+AES-CCM WPA+PSK,-169.151899,-73.535183
BELL272,34:8A:AE:69:58:FE,WPA+AES-CCM WPA+PSK,-169.151881,-165.570154
BELL609,34:8A:AE:6A:B9:F6,WPA+AES-CCM WPA+PSK,-169.145959,-172.651580
BELL517,34:8A:AE:6B:79:56,WPA+AES-CCM WPA+PSK,-126.191446,-159.437754
MetroBU,34:8A:AE:FB:BE:AE,WPA+AES-CCM WPA+PSK,,
BELL631,34:8A:AE:FC:1F:C6,WPA+AES-CCM WPA+PSK,,
BELL735,34:8A:AE:FC:CA:DE,WPA+AES-CCM WPA+PSK,45.499454,-73.573616
Big1,34:97:F6:61:77:E8,WPA+AES-CCM WPA+PSK,-169.145662,-154.062101
xcomglobalB6C4,34:BA:9A:3C:B6:C4,WPA+AES-CCM WPA+PSK WPA+TKIP,,
None,34:BD:C8:E2:9D:40,WPA+AES-CCM WPA+PSK,-169.249953,-127.261581
None,34:BD:C8:E2:9D:41,WPA+AES-CCM WPA+TKIP,-126.300267,-159.473804
None,34:BD:C8:E2:9D:42,WPA+AES-CCM,-138.571654,-134.931232
None,34:BD:C8:E2:9D:43,WPA+AES-CCM WPA+PSK WPA+TKIP,-145.389002,-169.018159
None,34:BD:C8:E2:9D:44,WPA+AES-CCM,-169.249966,-73.574514
None,34:BD:C8:E2:9D:45,WPA+AES-CCM WPA+PSK,-169.249920,-73.574425
None,34:BD:C8:E2:9D:46,WPA+AES-CCM,-169.249949,-73.574469
None,34:BD:C8:E2:9D:47,WPA+AES-CCM,-169.249953,-145.157270
None,34:BD:C8:E2:9D:48,WPA+AES-CCM,-169.249940,-145.157264
BELL843,34:EF:44:1F:1E:01,WEP,-149.726777,-151.664123
cordonnerie,34:EF:44:23:6B:D9,WPA+AES-CCM WPA+PSK,45.500340,-73.574493
BELL-903v,34:EF:44:5D:04:59,WPA+PSK WPA+TKIP,-97.558078,-73.538963
DIG-Visiteur,36:A4:3C:63:EA:BD,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.249376,-169.017674
None,38:20:56:D4:00:A0,WPA+AES-CCM,45.499020,-73.573921
Bureau 2.4GHZ,38:2C:4A:5C:96:F8,WPA+AES-CCM WPA+PSK,-169.250884,-159.475018
Mikes Crescent 2.4GHZ,38:2C:4A:5C:96:F9,WPA+AES-CCM WPA+PSK,-149.728288,-151.665947
ASUS451268,38:2C:4A:99:2A:68,WPA+AES-CCM WPA+PSK,-126.192962,-159.433259
HP-Print-D0-Officejet Pro 8610,38:63:BB:78:54:D0,WPA+AES-CCM WPA+PSK,-169.143591,-163.009265
None,3A:5B:0E:68:1A:7E,WPA+AES-CCM,-178.587626,-166.944207
None,3A:5B:0E:68:57:4E,WPA+AES-CCM,-169.250738,-165.610361
Tiger. Wi-Fi Network,3C:15:C2:F3:09:0C,WPA+AES-CCM WPA+PSK,45.500340,-73.574493
R\303\251seau Wi-Fi de Michel,3C:15:C2:F3:9A:1C,WPA+AES-CCM WPA+PSK,-156.508922,-174.596267
bosondehiggs,3C:1E:04:11:07:C8,WPA+AES-CCM WPA+PSK WPA+TKIP,-126.199041,-159.432448
HP-Print-64-Deskjet 2540 series,3C:A8:2A:99:FD:64,WPA+AES-CCM WPA+PSK,-97.563392,-73.536372
None,3C:CE:73:C4:3E:01,WEP,,
eduroam,3C:CE:73:C4:3E:02,WPA+AES-CCM,,
ConcordiaGuest,3C:CE:73:C4:3E:03,None,,
BELL538,3C:EA:4F:1C:5B:31,WEP,-173.361875,-174.592593
BELL505,3C:EA:4F:D7:D4:A9,WEP,-169.249395,-73.574091
Mei Restaurant,40:16:9F:D0:C5:CA,WPA+AES-CCM WPA+PSK,45.496097,-73.576981
ophelispho,40:3C:FC:03:79:41,WPA+AES-CCM WPA+PSK,-97.569093,-73.535154
BELL313,40:65:A3:5F:CD:D6,WPA+AES-CCM WPA+PSK WPA+TKIP,-138.573397,-134.933188
BELL667,40:65:A3:60:3B:EE,WPA+AES-CCM WPA+PSK,-138.466522,-134.914965
BELL904,40:65:A3:60:3C:6E,WPA+AES-CCM WPA+PSK,-169.248025,-154.105130
BELL917,40:65:A3:60:A2:2E,WPA+AES-CCM WPA+PSK,,
BELL988,40:65:A3:61:D3:C6,WPA+AES-CCM WPA+PSK,,
Empire_State,40:65:A3:61:D5:9E,WPA+AES-CCM WPA+PSK,-126.199981,-159.433027
BELL557,40:65:A3:62:2C:EE,WPA+AES-CCM WPA+PSK,-169.250458,-159.474401
Pow!,40:65:A3:62:6B:26,WPA+AES-CCM WPA+PSK,-179.990810,-179.992448
centre de service,40:65:A3:62:84:06,WPA+AES-CCM WPA+PSK,-169.143597,-73.530766
lintervalle STC,40:65:A3:62:C7:2E,WPA+AES-CCM WPA+PSK,45.497471,-73.575706
FT,40:65:A3:63:B5:56,WPA+PSK WPA+TKIP,-97.669057,-73.576642
BELL135,40:65:A3:64:0F:1E,WPA+AES-CCM WPA+PSK,-169.250962,-172.690420
BELL437,40:65:A3:65:4F:DE,WPA+AES-CCM WPA+PSK,-169.146094,-159.431034
BELL472,40:65:A3:65:53:F6,WPA+AES-CCM WPA+PSK,-169.143216,-145.114719
BBRI,40:65:A3:66:7F:D6,WPA+AES-CCM WPA+PSK WPA+TKIP,-173.633295,-178.758148
SEO EXPERT,40:65:A3:66:82:5E,WPA+AES-CCM WPA+PSK WPA+TKIP,-97.666295,-73.573636
amusement,40:65:A3:67:10:36,WPA+AES-CCM WPA+PSK,-169.250891,-169.019402
BELL606,40:65:A3:A8:D1:C6,WPA+AES-CCM WPA+PSK,-138.463323,-134.893731
BELL444,40:65:A3:A9:66:4E,WPA+AES-CCM WPA+PSK,-169.143584,-154.061426
BELL112,40:65:A3:A9:D6:F6,WPA+AES-CCM WPA+PSK,45.607437,-73.558334
BELL619,40:65:A3:A9:E7:E6,WPA+AES-CCM WPA+PSK,-154.829620,-159.435702
BELL423,40:65:A3:AD:99:56,WPA+AES-CCM WPA+PSK,-169.148265,-73.532896
BELL688,40:65:A3:AE:71:0E,WPA+AES-CCM WPA+PSK,-175.217482,-174.986403
BELL209,40:65:A3:AE:B9:26,WPA+AES-CCM WPA+PSK,-97.561724,-73.558825
BELL501,40:65:A3:AF:6A:7E,WPA+AES-CCM WPA+PSK,-126.195832,-159.437481
BELL580,40:65:A3:B0:42:3E,WPA+AES-CCM WPA+PSK,-126.195847,-159.430736
BELL005,40:65:A3:B0:43:06,WPA+AES-CCM WPA+PSK,-154.830518,-159.431585
None,40:65:A3:B0:B0:D6,WPA+AES-CCM WPA+PSK,-169.138070,-73.545326
AGADIR,40:65:A3:B0:DC:FE,WPA+AES-CCM WPA+PSK,-169.138419,-73.544458
BELL664,40:65:A3:B0:F8:36,WPA+PSK WPA+TKIP,-97.567013,-73.533760
BELL804,40:65:A3:B1:D3:16,WPA+AES-CCM WPA+PSK,45.603546,-73.558983
BELL063,40:C7:29:4F:D9:66,WPA+AES-CCM WPA+PSK,45.497471,-73.575706
extasieinc,40:C7:29:50:42:46,WPA+AES-CCM WPA+PSK,-169.143622,-159.430103
BELL955,40:C7:29:50:88:4E,WPA+AES-CCM WPA+PSK,45.500340,-73.574493
BELL132,40:C7:29:51:AD:26,WPA+AES-CCM WPA+PSK,-138.573405,-134.933217
BELL087,40:C7:29:EC:05:DE,WPA+AES-CCM WPA+PSK,-169.146329,-73.531818
BELL439,40:C7:29:EC:43:F6,WPA+AES-CCM WPA+PSK,45.603561,-73.531006
BELL160,40:C7:29:EE:16:F6,WPA+AES-CCM WPA+PSK,-179.369694,-175.791933
BELL930,40:C7:29:EE:41:26,WPA+AES-CCM WPA+PSK,-179.099170,-178.861073
BELL830,40:C7:29:EE:52:E6,WPA+AES-CCM WPA+PSK,-169.142452,-73.534630
BELL794,40:C7:29:EE:64:1E,WPA+AES-CCM WPA+PSK,-169.145685,-73.531479
BELL527,40:C7:29:EF:5D:7E,WPA+AES-CCM WPA+PSK,-169.144947,-163.036670
BELL595,40:C7:29:F2:D3:46,WPA+AES-CCM WPA+PSK,-169.138891,-73.543472
BELL507,40:C7:29:F2:F5:CE,WPA+AES-CCM WPA+PSK,,
BELL471,40:C7:29:F4:3F:A6,WPA+AES-CCM WPA+PSK,-126.189595,-159.441886
BELL759,40:C7:29:F8:77:76,WPA+AES-CCM WPA+PSK,-169.138796,-171.156601
BELL270,40:C7:29:FD:A7:16,WPA+AES-CCM WPA+PSK,-169.149249,-73.533447
BELL062,40:C7:29:FD:FC:86,WPA+AES-CCM WPA+PSK,-97.560803,-73.530779
BELL972,40:C7:29:FE:42:36,WPA+AES-CCM WPA+PSK,-177.091029,-168.990654
BELL657,40:C7:29:FE:CA:06,WPA+AES-CCM WPA+PSK,-169.137334,-73.547073
Mame,40:F2:01:E4:36:06,WPA+AES-CCM WPA+PSK,,
BELL759,40:F2:01:E4:47:6E,WPA+AES-CCM WPA+PSK,45.603569,-73.558990
BELL952,40:F2:01:E4:D0:1E,WPA+AES-CCM WPA+PSK,-138.459012,-134.903700
